customId,coverage,hasGlobalHighlights,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,feedLocked,isEditor,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.uniqueTournament.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.fieldTranslations.nameTranslation.hi,tournament.uniqueTournament.fieldTranslations.nameTranslation.bn,tournament.priority,tournament.id,season.name,season.year,season.editor,season.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.alpha3,homeTeam.country.name,homeTeam.country.slug,homeTeam.entityType,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,homeTeam.fieldTranslations.nameTranslation.ar,homeTeam.fieldTranslations.nameTranslation.ru,homeTeam.fieldTranslations.nameTranslation.hi,homeTeam.fieldTranslations.nameTranslation.bn,homeTeam.fieldTranslations.shortNameTranslation.ar,homeTeam.fieldTranslations.shortNameTranslation.hi,homeTeam.fieldTranslations.shortNameTranslation.bn,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.alpha3,awayTeam.country.name,awayTeam.country.slug,awayTeam.entityType,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,awayTeam.fieldTranslations.nameTranslation.ar,awayTeam.fieldTranslations.nameTranslation.ru,awayTeam.fieldTranslations.nameTranslation.hi,awayTeam.fieldTranslations.nameTranslation.bn,awayTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.hi,awayTeam.fieldTranslations.shortNameTranslation.bn,changes.changeTimestamp,winnerCode,hasEventPlayerStatistics,hasEventPlayerHeatMap,awayRedCards,tournament.category.country.alpha2,tournament.category.country.alpha3,tournament.category.country.name,tournament.category.country.slug,tournament.category.alpha2,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.country.alpha2,tournament.uniqueTournament.category.country.alpha3,tournament.uniqueTournament.category.country.name,tournament.uniqueTournament.category.country.slug,tournament.uniqueTournament.category.alpha2,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,homeRedCards,lastPeriod,time.initial,time.max,time.extra,statusTime.prefix,statusTime.initial,statusTime.max,statusTime.timestamp,statusTime.extra,season.seasonCoverageInfo.editorCoverageLevel,roundInfo.name,roundInfo.cupRoundType,homeScore.extra1,homeScore.extra2,homeScore.overtime,awayScore.extra1,awayScore.extra2,awayScore.overtime,tournament.fieldTranslations.nameTranslation.ar,tournament.fieldTranslations.nameTranslation.hi,tournament.fieldTranslations.nameTranslation.bn
qOsEhRz,,True,4.0,True,13252403,1738107900,ec-sao-jose-internacional,False,True,True,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,15342,,377,True,True,,,,0,57347,"Gaucho, Serie A1 2025",2025,True,70069,3.0,100,Ended,finished,EC São José,sao-jose,São José-RS,M,Football,football,1,3827,ESJ,False,True,0,480379,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Internacional,internacional,Internacional,M,Football,football,1,226763,INT,True,False,0,1966,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Интернаcьонал,,,,,,1738117999,2.0,True,True,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,7.0,8.0,1738117995.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1.0,,,,,,,,,,,,,,,,,,,,,
qfnsifn,,True,4.0,True,13252404,1738180800,sao-luiz-ypiranga-fc,True,True,False,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,15342,,377,True,False,,,,0,57347,"Gaucho, Serie A1 2025",2025,True,70069,3.0,0,Not started,notstarted,Ypiranga FC,ypiranga,Ypiranga,M,Football,football,1,6788,YFC,True,True,0,32766,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Ипиранга,,,,,,São Luiz,sao-luiz,São Luiz,M,Football,football,1,1682,SLU,True,False,0,32768,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Сан Луиз РС,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOhaP,,True,4.0,True,13252405,1738188900,caxias-gremio-esportivo-brasil,False,False,True,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,15342,,377,True,False,,,,0,57347,"Gaucho, Serie A1 2025",2025,True,70069,3.0,0,Not started,notstarted,Caxias,caxias,Caxias,M,Football,football,1,5461,CAX,,True,0,2000,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Кашиас,,,,,,Grêmio Esportivo Brasil,gremio-esportivo-brasil,GE Brasil,M,Football,football,1,4341,GEB,False,True,0,1986,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Бразил де Пелотас,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BtcgHhRd,,False,1.0,False,13252402,1738195200,monsoon-gremio,False,True,False,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,Gaúcho,gaucho,Brazil,brazil,Football,football,1,13,brazil,15342,,377,False,False,,,,0,57347,"Gaucho, Serie A1 2025",2025,True,70069,3.0,0,Not started,notstarted,Monsoon,monsoon,Monsoon,M,Football,football,1,998,MON,True,True,0,480382,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Grêmio,gremio,Grêmio,M,Football,football,1,261020,GPA,False,True,0,5926,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Гремио,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cUJsKvMc,,False,4.0,False,13241298,1738195200,pouso-alegre-tombense,True,True,True,Mineiro Módulo I ,mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,"Mineiro, Módulo I",mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,12033,,379,False,True,,,,0,57345,"Mineiro, Modulo I 2025",2025,True,69955,4.0,0,Not started,notstarted,Tombense,tombense,Tombense,M,Football,football,1,6656,TOM,False,False,0,87202,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Pouso Alegre,pouso-alegre,Pouso Alegre,M,Football,football,1,2004,POU,False,True,0,343540,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yznsvofd,,False,4.0,False,13241295,1738184400,sc-aymores-uberlandia-ec,True,False,False,Mineiro Módulo I ,mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,"Mineiro, Módulo I",mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,12033,,379,False,False,,,,0,57345,"Mineiro, Modulo I 2025",2025,True,69955,4.0,0,Not started,notstarted,SC Aymorés,sc-aymores,Aymorés,M,Football,football,1,800,AYM,True,False,0,388220,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Uberlândia EC,uberlandia-ec,Uberlândia,M,Football,football,1,1518,UBE,False,False,0,32873,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Уберландия,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qWcsAfMc,,True,4.0,True,13367556,1738195200,athletic-club-villa-nova-ac,False,True,True,Mineiro Módulo I ,mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,"Mineiro, Módulo I",mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,12033,,379,False,False,,,,0,57345,"Mineiro, Modulo I 2025",2025,True,69955,4.0,0,Not started,notstarted,Athletic Club,athletic-club,Athletic Club,M,Football,football,1,7390,ATH,True,True,0,342775,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Villa Nova AC,villa-nova,Villa Nova,M,Football,football,1,1040,VNA,True,True,0,7316,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Вилла Нова,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLismtXc,,False,4.0,False,13241299,1738196100,betim-futebol-ec-democrata,True,False,True,Mineiro Módulo I ,mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,"Mineiro, Módulo I",mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,12033,,379,False,False,,,,0,57345,"Mineiro, Modulo I 2025",2025,False,69955,4.0,0,Not started,notstarted,Betim Futebol,betim-futebol,Betim,M,Football,football,1,936,BET,,True,0,368413,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,EC Democrata,ec-democrata,Democrata (GV),M,Football,football,1,1470,ECD,False,True,0,21848,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Демократа,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yOsCO,,False,1.0,True,13241297,1738206900,atletico-mineiro-america-mineiro,False,False,False,Mineiro Módulo I ,mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,"Mineiro, Módulo I",mineiro-modulo-i,Brazil,brazil,Football,football,1,13,brazil,12033,,379,True,False,,,,0,57345,"Mineiro, Modulo I 2025",2025,True,69955,4.0,0,Not started,notstarted,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,289238,ATL,False,False,0,1977,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Атлетико Минейро,,,,,,América Mineiro,america-mineiro,América-MG,M,Football,football,1,59128,AMG,False,False,0,1973,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Америка Минейро,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MxjdsVKUd,,False,,True,13361571,1738175400,pombal-ec-ad-picuiense,False,True,True,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,2245,,10295,True,False,,,,0,57403,Paraibano 2025,2025,True,69774,5.0,0,Not started,notstarted,AD Picuiense,ad-picuiense,Picuiense,M,Football,football,1,313,PIC,True,False,0,398637,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Pombal EC,pombal-ec,Pombal,M,Football,football,1,527,PEC,,False,0,487045,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIusBUIi,,False,,True,13358909,1738185300,serra-branca-ec-botafogo-pb,True,True,False,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,2245,,10295,False,False,,,,0,57403,Paraibano 2025,2025,True,69774,5.0,0,Not started,notstarted,Botafogo-PB,botafogo-pb,Botafogo-PB,M,Football,football,1,9648,BOT,False,False,0,49196,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Serra Branca EC,serra-branca-ec,Serra Branca,M,Football,football,1,938,SER,True,True,0,459726,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oMiskDn,,False,,True,13358908,1738188900,campinense-sousa-ec,False,False,False,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,Paraibano,paraibano,Brazil,brazil,Football,football,1,13,brazil,2245,,10295,True,True,,,,0,57403,Paraibano 2025,2025,True,69774,5.0,0,Not started,notstarted,Sousa EC,sousa,Sousa,M,Football,football,1,3452,SEC,True,False,0,21864,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Campinense,campinense,Campinense,M,Football,football,1,2044,CAM,True,False,0,34010,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Кампиненс ПБ,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOsOWOc,,True,,True,13217750,1738101600,retro-santa-cruz,False,True,False,"Pernambucano, Serie A1",pernambucano-serie-a1,Brazil,brazil,Football,football,1,13,brazil,Pernambucano,pernambucano,Brazil,brazil,Football,football,1,13,brazil,6374,True,380,True,False,,,,0,57337,Pernambucano 2025,2025,True,69763,5.0,100,Ended,finished,Santa Cruz,santa-cruz,Santa Cruz ,M,Football,football,1,13490,STC,True,False,0,1976,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Retrô,retro,Retrô,M,Football,football,1,4709,RET,True,False,0,324839,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,1738113155,1.0,True,True,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1738113149.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",,,,,,,,,,,,,,,,,,,,,,
DLisFRWb,,False,,True,13217780,1738200600,afogados-da-ingazeira-fc-central-sc,True,True,True,"Pernambucano, Serie A1",pernambucano-serie-a1,Brazil,brazil,Football,football,1,13,brazil,Pernambucano,pernambucano,Brazil,brazil,Football,football,1,13,brazil,6374,True,380,True,False,,,,0,57337,Pernambucano 2025,2025,False,69763,5.0,0,Not started,notstarted,Afogados da Ingazeira FC,afogados,Afogados,M,Football,football,1,1142,ADI,True,False,0,242130,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Central SC,central-sc,Central,M,Football,football,1,1282,CEN,True,True,0,21844,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,ФК Централ,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jEswXWd,,True,,True,13217739,1738189800,ad-jaguar-sport-recife,False,True,True,"Pernambucano, Serie A1",pernambucano-serie-a1,Brazil,brazil,Football,football,1,13,brazil,Pernambucano,pernambucano,Brazil,brazil,Football,football,1,13,brazil,6374,False,380,False,True,,,,0,57337,Pernambucano 2025,2025,True,69763,5.0,0,Not started,notstarted,Sport Recife,sport-recife,Sport,M,Football,football,1,102914,REC,False,False,0,1959,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,Спорт Ресифи,,,,,,AD Jaguar,jaguar,AD Jaguar,M,Football,football,1,345,JAG,False,True,0,492371,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPsJExc,,True,,True,13354211,1738181700,america-se-confianca,True,False,False,"Sergipano,  Série A1 – 1ª Fase",sergipano-serie-a1-1a-fase,Brazil,brazil,Football,football,1,13,brazil,Sergipano,sergipano,Brazil,brazil,Football,football,1,13,brazil,1755,,11665,False,True,,,,0,57435,Sergipano 2025,2025,True,69537,3.0,0,Not started,notstarted,América-SE,america-se,América-SE,M,Football,football,1,403,AME,True,True,0,306484,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,Confiança,confianca,Confiança,M,Football,football,1,7039,CON,False,True,0,2017,BR,BRA,Brazil,brazil,team,[],#374df5,#374df5,#ffffff,,,,,,,,0,,,,,BR,BRA,Brazil,brazil,BR,,,BR,BRA,Brazil,brazil,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnbsgPV,,True,4.0,False,13385807,1738112400,deportes-copiapo-cobreloa,True,True,True,"Copa Chile, Group A",copa-chile-group-1,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,6636,False,1221,False,True,,,,0,35021,Copa Chile 2025,2025,False,71100,1.0,100,Ended,finished,Deportes Copiapó,deportes-copiapo,Deportes Copiapó,M,Football,football,1,3623,COP,False,True,0,89506,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,,Депортес Копьяпо,,,,,,Cobreloa,cobreloa,Cobreloa,M,Football,football,1,4931,COC,False,True,0,3159,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,,Кобрелоа Калама,,,,,,1738112488,3.0,False,,,CL,CHL,Chile,chile,CL,,,CL,CHL,Chile,chile,CL,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1738109360.0,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,,,
pnssuJp,,False,4.0,False,13364666,1738114200,san-marcos-de-arica-coquimbo-unido,False,False,True,"Copa Chile, Group C",copa-chile-group-3,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,6636,True,1221,False,True,,,,0,35023,Copa Chile 2025,2025,False,71100,1.0,100,Ended,finished,San Marcos de Arica,san-marcos-de-arica,Arica,M,Football,football,1,1613,SMA,,True,0,39219,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,سان ماركوس دي أريكا,Сан Маркос Де Арика,,,,,,Coquimbo Unido,coquimbo-unido,Coquimbo Unido,M,Football,football,1,8345,COQ,,True,0,3165,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,كوكويمبو يونيدو,Кокимбо Унидо,,,,,,1738112175,3.0,True,,,CL,CHL,Chile,chile,CL,,,CL,CHL,Chile,chile,CL,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,,,1738109064.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",,,,,,,,,,,,,,,,,,,,,,
lnbsjSnc,,True,4.0,True,13364674,1738188000,deportes-recoleta-universidad-de-chile,True,False,False,"Copa Chile, Group G",copa-chile-group-7,Chile,chile,Football,football,1,49,chile,Copa Chile,copa-chile,Chile,chile,Football,football,1,49,chile,6636,False,1221,True,True,,,,0,35027,Copa Chile 2025,2025,True,71100,1.0,60,Postponed,postponed,Deportes Recoleta,deportes-recoleta,Recoleta,M,Football,football,1,1893,REC,,False,0,284309,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,,,,,,,,Universidad de Chile,universidad-de-chile,Universidad de Chile,M,Football,football,1,27015,UCH,True,True,0,3161,CL,CHL,Chile,chile,team,[],#374df5,#374df5,#ffffff,ليونيفيرسيداد دي شيلي,Универсидад де Чили,,,,,,0,,False,True,,CL,CHL,Chile,chile,CL,,,CL,CHL,Chile,chile,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dxcsgxf,,True,1.0,True,13342721,1738190700,atletico-nacional-atletico-bucaramanga,True,False,False,Super Cup,super-cup,Colombia,colombia,Football,football,1,274,colombia,Superliga de Colombia,superliga-de-colombia,Colombia,colombia,Football,football,1,274,colombia,2562,False,10756,True,False,,,,0,21773,Super Liga Cup 2025,2025,True,70855,29.0,0,Not started,notstarted,Atlético Nacional,atletico-nacional,Atl. Nacional,M,Football,football,1,71026,CAN,True,False,0,6106,CO,COL,Colombia,colombia,team,[],#374df5,#374df5,#ffffff,,Атлетико Насьональ Медельин,,,,,,Atlético Bucaramanga,atletico-bucaramanga,Bucaramanga,M,Football,football,1,16152,BUC,False,False,0,6103,CO,COL,Colombia,colombia,team,[],#374df5,#374df5,#ffffff,,Атлетико Букараманга,,,,,,0,,,,,CO,COL,Colombia,colombia,CO,,,CO,COL,Colombia,colombia,CO,,,,,,,,,,,,,,,,,,,,,,,,,,Final,1.0,,,,,,,,,
AGcsgifq,,False,,True,13303879,1738107900,sporting-san-jose-municipal-liberia,True,True,True,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,4674,,11542,True,True,,,,0,3242,"Primera Division, Clausura 2025",2025,True,70476,6.0,100,Ended,finished,Sporting San José,sporting-san-jose,Sporting San José,M,Football,football,1,4438,SPO,,False,0,262906,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,,,,,,,Municipal Liberia,municipal-liberia,Liberia,M,Football,football,1,3718,LIB,,True,0,6575,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,مونيسيبال ليبيريا,Мунисипал Либериа,,,,,,1738118289,1.0,False,False,1.0,CR,CRI,Costa Rica,costa-rica,CR,,,CR,CRI,Costa Rica,costa-rica,CR,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,10.0,1738118078.0,['cardsCode'],,,,,,,,,,,,,,,,,,,,,,
UPcsTtkc,,True,,False,13303904,1738109700,municipal-santa-ana-cs-cartagines,False,False,True,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,4674,,11542,True,False,,,,0,3242,"Primera Division, Clausura 2025",2025,False,70476,6.0,60,Postponed,postponed,CS Cartaginés,cs-cartagines,Cartaginés,M,Football,football,1,6450,CCU,False,True,0,7044,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,КС Картагинес,,,,,,Municipal Santa Ana,municipal-santa-ana,Santa Ana,M,Football,football,1,2550,MSA,,False,0,275943,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,,,,,,,1737775570,,,,,CR,CRI,Costa Rica,costa-rica,CR,,,CR,CRI,Costa Rica,costa-rica,CR,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",,,,,,,,,,,,,,,,,,,,,,
WPfswMPb,,False,,False,13303902,1738193400,ad-guanacasteca-puntarenas-fc,True,True,False,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,4674,,11542,False,False,,,,0,3242,"Primera Division, Clausura 2025",2025,False,70476,6.0,0,Not started,notstarted,AD Guanacasteca,ad-guanacasteca,AD Guanacasteca,M,Football,football,1,3819,GUA,,False,0,226871,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,,,,,,,Puntarenas FC,puntarenas-fc,Puntarenas FC,M,Football,football,1,4002,PUN,,False,0,7046,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,إف سي بنتاريناس,ФК Пунтаренас,,,,,,0,,,,,CR,CRI,Costa Rica,costa-rica,CR,,,CR,CRI,Costa Rica,costa-rica,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xGcsXEc,,True,,False,13303894,1738197000,san-carlos-ld-alajuelense,False,True,True,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,4674,,11542,True,True,,,,0,3242,"Primera Division, Clausura 2025",2025,True,70476,6.0,0,Not started,notstarted,San Carlos,san-carlos,San Carlos,M,Football,football,1,6635,SCA,False,False,0,7047,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,Сан Карлос,,,,,,LD Alajuelense,ld-alajuelense,Alajuelense,M,Football,football,1,19236,ALA,True,True,0,6572,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,Лига Депортива Алахуэленсе,,,,,,0,,,,,CR,CRI,Costa Rica,costa-rica,CR,,,CR,CRI,Costa Rica,costa-rica,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zWcsYPc,,True,,True,13303883,1738208700,santos-de-guapiles-deportivo-saprissa,True,True,True,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,"Primera División, Clausura",primera-division-clausura,Costa Rica,costa-rica,Football,football,1,289,costa-rica,4674,,11542,False,False,,,,0,3242,"Primera Division, Clausura 2025",2025,True,70476,6.0,0,Not started,notstarted,Deportivo Saprissa,deportivo-saprissa,Saprissa,M,Football,football,1,21673,SAP,True,False,0,6574,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,Депортиво Саприсса,,,,,,Santos de Guápiles,santos-de-guapiles,Santos,M,Football,football,1,4025,SDG,,True,0,7048,CR,CRI,Costa Rica,costa-rica,team,[],#374df5,#374df5,#ffffff,,Сантос ДГ,,,,,,0,,,,,CR,CRI,Costa Rica,costa-rica,CR,,,CR,CRI,Costa Rica,costa-rica,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
