league,year,split,patch,side,position,golddiffat25,xpdiffat25,csdiffat25,kills,assists,deaths,opp_killsat25,opp_assistsat25,opp_deathsat25
4,2025,4,15.01,0,4,-4377.0,-5600.0,-53.0,15,26,18,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,0,5,3,0.0,0.0,0.0
12,2025,4,15.02,1,4,-8237.0,-6428.0,-81.0,5,5,16,0.0,0.0,0.0
13,2025,5,15.01,0,5,543.0,1685.0,13.0,3,5,0,0.0,0.0,0.0
7,2025,5,15.01,1,3,-368.0,-353.0,-14.0,1,8,5,0.0,0.0,0.0
17,2025,5,15.02,0,2,4584.0,3542.0,52.0,13,4,1,0.0,0.0,0.0
9,2025,2,15.02,1,4,-884.0,624.0,-21.0,19,35,20,0.0,0.0,0.0
16,2025,5,15.02,0,0,-2234.0,-1956.0,-32.0,3,7,4,0.0,0.0,0.0
9,2025,2,15.02,1,0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,2,6,0.0,0.0,0.0
2,2025,0,15.01,0,5,667.0,-18.0,-2.0,2,3,4,0.0,0.0,0.0
15,2025,5,15.01,1,0,-301.0,296.0,43.0,2,1,4,0.0,0.0,0.0
12,2025,4,15.02,1,4,259.0,1387.0,-2.0,16,30,18,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,2,10,2,0.0,0.0,0.0
14,2025,5,15.01,0,5,1432.0,2196.0,4.0,5,4,1,0.0,0.0,0.0
5,2025,5,15.01,1,0,9.0,1601.0,10.0,5,5,1,0.0,0.0,0.0
4,2025,4,15.01,0,1,-3118.0,-2625.0,-7.0,3,5,7,0.0,0.0,0.0
7,2025,5,15.01,1,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0
1,2025,6,15.02,0,5,-1792.0,-2390.0,-30.0,1,5,3,0.0,0.0,0.0
17,2025,5,15.01,1,5,-713.0,-808.0,-15.0,0,1,4,0.0,0.0,0.0
3,2025,3,15.01,1,0,3435.0,2568.0,31.0,6,11,0,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,5,5,0.0,0.0,0.0
11,2025,4,15.02,0,5,-1038.0,-1624.0,-47.0,1,1,3,0.0,0.0,0.0
13,2025,5,15.02,0,0,0.0,0.0,0.0,1,2,6,0.0,0.0,0.0
9,2025,2,15.02,1,1,0.0,0.0,0.0,5,10,0,0.0,0.0,0.0
13,2025,5,15.01,0,1,-433.0,61.0,23.0,0,8,0,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,9,0,0.0,0.0,0.0
14,2025,5,15.01,1,0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0
13,2025,5,15.01,0,1,-3660.0,-701.0,-20.0,3,3,5,0.0,0.0,0.0
10,2025,4,15.02,0,4,0.0,0.0,0.0,8,24,19,0.0,0.0,0.0
7,2025,5,15.01,1,2,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0
3,2025,3,15.01,1,2,-4292.0,-2600.0,-50.0,3,4,5,0.0,0.0,0.0
4,2025,4,15.01,1,5,454.0,245.0,9.0,1,14,1,0.0,0.0,0.0
7,2025,5,15.01,0,4,3424.0,1877.0,0.0,30,80,4,0.0,0.0,0.0
2,2025,0,15.01,1,2,-1408.0,-12.0,32.0,1,3,4,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,12,37,19,0.0,0.0,0.0
3,2025,3,15.01,1,1,808.0,100.0,6.0,1,7,2,0.0,3.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,16,49,5,0.0,0.0,0.0
7,2025,5,15.01,1,0,-3504.0,-2242.0,-46.0,3,0,9,0.0,0.0,0.0
3,2025,3,15.01,1,2,-1720.0,-1519.0,-21.0,1,9,5,0.0,0.0,0.0
13,2025,5,15.01,0,4,7585.0,2655.0,47.0,11,17,6,6.0,13.0,7.0
13,2025,5,15.01,1,5,576.0,67.0,-27.0,4,8,0,0.0,0.0,0.0
0,2025,5,15.01,1,2,-874.0,-1045.0,2.0,3,10,7,0.0,0.0,0.0
9,2025,2,15.02,1,1,-196.0,172.0,-4.0,3,5,4,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,5,8,1,0.0,0.0,0.0
5,2025,5,15.02,0,4,-2020.0,-1115.0,-19.0,16,41,15,0.0,0.0,0.0
6,2025,1,15.01,1,1,-1681.0,-1920.0,-36.0,0,5,3,0.0,0.0,0.0
6,2025,1,15.01,0,4,0.0,0.0,0.0,16,35,2,0.0,0.0,0.0
4,2025,4,15.02,1,0,1092.0,1264.0,46.0,7,9,0,0.0,0.0,0.0
0,2025,5,15.02,0,4,-521.0,-1290.0,-56.0,25,69,18,0.0,0.0,0.0
13,2025,5,15.01,0,4,141.0,167.0,-3.0,13,35,16,0.0,0.0,0.0
16,2025,5,15.02,1,4,-2848.0,-1762.0,-56.0,7,18,13,0.0,0.0,0.0
2,2025,0,15.01,1,4,1319.0,738.0,59.0,18,38,14,0.0,0.0,0.0
2,2025,0,15.01,0,4,-7089.0,-7219.0,-88.0,5,11,25,0.0,0.0,0.0
0,2025,5,15.01,0,3,-1110.0,676.0,5.0,1,9,6,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,2,12,1,0.0,0.0,0.0
12,2025,4,15.02,0,4,7836.0,5026.0,-4.0,15,44,1,0.0,0.0,0.0
11,2025,4,15.02,0,5,891.0,-834.0,16.0,4,2,5,0.0,0.0,0.0
0,2025,5,15.01,0,5,397.0,-596.0,7.0,1,4,3,0.0,0.0,0.0
10,2025,4,15.02,0,4,0.0,0.0,0.0,5,6,20,0.0,0.0,0.0
7,2025,5,15.01,0,5,301.0,1611.0,29.0,4,12,1,0.0,0.0,0.0
2,2025,0,15.01,0,5,-1059.0,-952.0,-46.0,0,1,5,0.0,0.0,0.0
4,2025,4,15.01,0,2,-1958.0,-1049.0,-2.0,2,4,4,0.0,0.0,0.0
14,2025,5,15.01,1,0,777.0,1150.0,-11.0,6,3,1,0.0,0.0,0.0
9,2025,2,15.02,1,2,-1687.0,-610.0,25.0,2,5,3,0.0,0.0,0.0
2,2025,0,15.01,0,0,-2231.0,-1434.0,-22.0,1,1,2,0.0,0.0,0.0
17,2025,5,15.01,0,1,-42.0,293.0,-3.0,3,4,1,0.0,0.0,0.0
7,2025,5,15.01,0,5,2261.0,2088.0,77.0,1,2,4,0.0,0.0,0.0
14,2025,5,15.01,0,2,3635.0,3047.0,34.0,5,16,0,0.0,0.0,0.0
13,2025,5,15.01,0,4,5777.0,4700.0,-1.0,15,36,6,0.0,0.0,0.0
1,2025,6,15.02,0,4,-644.0,-1050.0,-17.0,14,27,25,0.0,0.0,0.0
2,2025,0,15.01,0,4,6526.0,5253.0,69.0,18,50,2,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,17,33,5,0.0,0.0,0.0
7,2025,5,15.01,0,3,0.0,0.0,0.0,1,18,2,0.0,0.0,0.0
2,2025,0,15.01,0,3,0.0,0.0,0.0,2,3,1,0.0,0.0,0.0
13,2025,5,15.01,1,0,-1367.0,-1772.0,6.0,1,2,2,1.0,7.0,0.0
16,2025,5,15.02,1,4,1401.0,-371.0,-2.0,12,33,6,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,7,8,3,0.0,0.0,0.0
0,2025,5,15.01,0,1,-2159.0,-1807.0,-50.0,3,6,7,0.0,0.0,0.0
4,2025,4,15.02,0,4,11672.0,9943.0,78.0,11,27,1,0.0,0.0,0.0
0,2025,5,15.01,1,2,-684.0,-907.0,-18.0,2,2,0,0.0,0.0,0.0
13,2025,5,15.01,0,1,643.0,2119.0,64.0,0,7,1,0.0,0.0,0.0
3,2025,3,15.01,1,0,-1465.0,746.0,18.0,0,4,2,0.0,0.0,0.0
12,2025,4,15.02,0,2,2982.0,1913.0,37.0,6,4,0,0.0,0.0,0.0
7,2025,5,15.01,1,0,0.0,0.0,0.0,0,4,3,0.0,0.0,0.0
10,2025,4,15.02,0,2,0.0,0.0,0.0,6,8,2,0.0,0.0,0.0
9,2025,2,15.02,1,1,527.0,-1263.0,-22.0,3,7,5,0.0,0.0,0.0
7,2025,5,15.01,0,1,2812.0,1483.0,40.0,6,16,5,0.0,0.0,0.0
14,2025,5,15.01,1,0,-105.0,229.0,-18.0,5,6,5,0.0,0.0,0.0
13,2025,5,15.01,1,5,3250.0,474.0,34.0,8,12,5,0.0,0.0,0.0
9,2025,2,15.02,0,2,-1986.0,-2222.0,-21.0,5,14,5,0.0,0.0,0.0
5,2025,5,15.02,0,4,-1155.0,-3527.0,-57.0,13,29,18,0.0,0.0,0.0
14,2025,5,15.01,0,4,0.0,0.0,0.0,11,24,6,0.0,0.0,0.0
7,2025,5,15.01,0,3,231.0,175.0,7.0,2,20,5,0.0,0.0,0.0
0,2025,5,15.01,1,4,348.0,483.0,73.0,4,8,18,0.0,0.0,0.0
0,2025,5,15.01,0,3,164.0,-1411.0,0.0,0,9,1,0.0,0.0,0.0
13,2025,5,15.02,1,3,780.0,-239.0,11.0,1,16,3,0.0,0.0,0.0
5,2025,5,15.01,0,2,-1893.0,-226.0,-17.0,0,5,7,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,1,19,5,0.0,0.0,0.0
2,2025,0,15.01,1,2,247.0,-150.0,-6.0,2,11,0,0.0,0.0,0.0
4,2025,4,15.02,0,2,-227.0,-1974.0,-2.0,3,0,4,0.0,0.0,0.0
2,2025,0,15.01,1,1,-2963.0,-3662.0,-47.0,2,3,3,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,5,12,0,0.0,0.0,0.0
10,2025,4,15.02,1,5,0.0,0.0,0.0,3,10,6,0.0,0.0,0.0
12,2025,4,15.02,1,2,-2982.0,-1913.0,-37.0,0,0,2,0.0,0.0,0.0
5,2025,5,15.02,0,3,-212.0,-1389.0,-14.0,1,8,8,0.0,0.0,0.0
3,2025,3,15.01,0,0,-1855.0,-929.0,-15.0,1,3,6,0.0,0.0,0.0
15,2025,5,15.01,0,5,1509.0,-504.0,46.0,5,4,2,0.0,0.0,0.0
2,2025,0,15.01,0,4,5646.0,3268.0,-13.0,13,37,5,0.0,0.0,0.0
17,2025,5,15.01,1,1,-1910.0,-1347.0,-24.0,1,1,6,0.0,0.0,0.0
4,2025,4,15.01,0,0,-1234.0,-464.0,7.0,1,3,5,0.0,0.0,0.0
13,2025,5,15.01,0,1,0.0,0.0,0.0,3,7,0,0.0,0.0,0.0
8,2025,5,15.01,1,4,-5433.0,-2298.0,-3.0,19,41,12,0.0,0.0,0.0
0,2025,5,15.02,0,3,56.0,940.0,7.0,1,14,7,0.0,0.0,0.0
10,2025,4,15.02,0,0,0.0,0.0,0.0,0,8,3,0.0,0.0,0.0
0,2025,5,15.02,0,3,-226.0,273.0,3.0,0,14,5,0.0,0.0,0.0
2,2025,0,15.01,1,2,-705.0,-638.0,7.0,6,7,4,0.0,0.0,0.0
10,2025,4,15.02,1,4,0.0,0.0,0.0,9,23,21,0.0,0.0,0.0
13,2025,5,15.01,0,0,1466.0,312.0,37.0,3,4,0,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,1,13,5,0.0,0.0,0.0
7,2025,5,15.01,0,0,4055.0,175.0,48.0,11,4,1,0.0,0.0,0.0
11,2025,4,15.02,0,5,239.0,-1635.0,2.0,6,1,2,0.0,0.0,0.0
13,2025,5,15.01,1,0,-988.0,-628.0,13.0,1,2,3,0.0,0.0,0.0
7,2025,5,15.01,1,4,-4489.0,-3387.0,26.0,10,21,31,0.0,0.0,0.0
8,2025,5,15.01,0,2,269.0,125.0,49.0,1,0,3,0.0,0.0,0.0
2,2025,0,15.01,1,4,-3181.0,-2361.0,-8.0,6,17,17,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,3,0,2,0.0,0.0,0.0
17,2025,5,15.01,1,3,-174.0,396.0,-2.0,1,9,6,0.0,0.0,0.0
13,2025,5,15.01,1,0,-4176.0,-2063.0,-23.0,1,2,5,0.0,0.0,0.0
2,2025,0,15.01,1,0,-1458.0,1130.0,3.0,6,5,2,0.0,0.0,0.0
12,2025,4,15.02,0,1,-1793.0,-891.0,-16.0,1,4,5,0.0,0.0,0.0
9,2025,2,15.02,0,5,522.0,1704.0,26.0,2,6,3,0.0,0.0,0.0
6,2025,1,15.01,1,3,134.0,1598.0,9.0,0,12,5,0.0,0.0,0.0
4,2025,4,15.01,0,4,2768.0,-222.0,9.0,18,41,7,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,0,7,6,0.0,0.0,0.0
3,2025,3,15.01,0,4,3415.0,2719.0,28.0,26,76,13,0.0,0.0,0.0
13,2025,5,15.01,0,3,-60.0,-901.0,0.0,0,13,2,0.0,0.0,0.0
9,2025,2,15.02,1,3,-401.0,261.0,0.0,1,14,3,0.0,0.0,0.0
15,2025,5,15.01,1,2,-2321.0,-953.0,-24.0,8,6,5,0.0,0.0,0.0
10,2025,4,15.02,0,0,0.0,0.0,0.0,3,4,2,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0
7,2025,5,15.01,0,1,1506.0,998.0,4.0,1,14,0,0.0,0.0,0.0
2,2025,0,15.01,1,3,-803.0,-582.0,-10.0,1,5,7,0.0,0.0,0.0
9,2025,2,15.02,0,1,-527.0,1263.0,22.0,3,16,2,0.0,0.0,0.0
15,2025,5,15.01,0,3,-548.0,53.0,3.0,1,11,7,0.0,0.0,0.0
14,2025,5,15.01,1,1,-3062.0,-970.0,-24.0,0,6,4,0.0,0.0,0.0
4,2025,4,15.01,0,3,838.0,3.0,-14.0,1,9,1,0.0,0.0,0.0
9,2025,2,15.02,1,2,-1340.0,-27.0,28.0,3,0,7,0.0,0.0,0.0
10,2025,4,15.02,1,3,0.0,0.0,0.0,0,13,1,0.0,0.0,0.0
2,2025,0,15.01,0,5,669.0,-364.0,4.0,5,6,0,0.0,0.0,0.0
11,2025,4,15.02,1,0,-679.0,69.0,-29.0,2,13,1,0.0,0.0,0.0
7,2025,5,15.01,1,1,2363.0,1444.0,18.0,1,10,0,0.0,0.0,0.0
13,2025,5,15.01,1,0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0
3,2025,3,15.01,1,4,-3147.0,-5724.0,-29.0,29,66,26,0.0,0.0,0.0
2,2025,0,15.01,1,2,-1529.0,40.0,12.0,0,3,2,0.0,0.0,0.0
4,2025,4,15.01,1,5,1725.0,2674.0,12.0,1,9,0,0.0,0.0,0.0
3,2025,3,15.01,1,1,-3138.0,-1545.0,-29.0,2,7,8,0.0,0.0,0.0
0,2025,5,15.01,1,4,-3233.0,1299.0,9.0,18,47,13,0.0,0.0,0.0
2,2025,0,15.01,1,4,-6329.0,-6929.0,-16.0,2,7,21,0.0,0.0,0.0
8,2025,5,15.01,0,1,0.0,0.0,0.0,2,12,0,0.0,0.0,0.0
15,2025,5,15.02,0,2,35.0,28.0,3.0,4,9,4,0.0,0.0,0.0
3,2025,3,15.01,1,1,2495.0,1730.0,9.0,5,7,3,0.0,0.0,0.0
5,2025,5,15.02,0,1,-1683.0,-2351.0,-67.0,2,2,4,0.0,0.0,0.0
2,2025,0,15.01,0,2,3685.0,2452.0,14.0,10,9,0,0.0,0.0,0.0
12,2025,4,15.02,1,0,535.0,380.0,4.0,11,5,3,0.0,0.0,0.0
13,2025,5,15.02,0,1,0.0,0.0,0.0,2,3,5,0.0,0.0,0.0
2,2025,0,15.01,1,0,284.0,2282.0,37.0,2,8,3,0.0,0.0,0.0
7,2025,5,15.01,0,5,-3207.0,-2468.0,-93.0,4,7,1,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,6,11,21,0.0,0.0,0.0
9,2025,2,15.02,0,1,5426.0,3024.0,24.0,12,21,0,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,6,7,0,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0
13,2025,5,15.01,1,5,-1140.0,-721.0,-2.0,0,5,4,0.0,0.0,0.0
17,2025,5,15.01,0,2,111.0,-461.0,-3.0,5,7,2,0.0,0.0,0.0
14,2025,5,15.01,0,1,2511.0,978.0,27.0,6,6,1,0.0,0.0,0.0
4,2025,4,15.01,0,2,1758.0,741.0,25.0,7,10,1,0.0,0.0,0.0
4,2025,4,15.01,1,3,1141.0,-898.0,6.0,3,11,3,0.0,0.0,0.0
16,2025,5,15.02,0,3,-2426.0,-2295.0,-3.0,0,4,7,0.0,0.0,0.0
3,2025,3,15.01,1,4,-7690.0,-7323.0,-66.0,10,25,15,0.0,0.0,0.0
3,2025,3,15.01,1,4,-228.0,156.0,18.0,18,45,9,0.0,0.0,0.0
3,2025,3,15.01,1,1,15.0,-293.0,-16.0,3,6,0,2.0,1.0,1.0
16,2025,5,15.02,1,4,-4996.0,-5802.0,-18.0,13,24,25,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,4,3,0,0.0,0.0,0.0
13,2025,5,15.01,1,3,204.0,1547.0,3.0,1,16,0,0.0,0.0,0.0
4,2025,4,15.01,0,5,-1250.0,-1260.0,24.0,3,7,6,0.0,0.0,0.0
7,2025,5,15.01,0,4,-6619.0,-5933.0,-101.0,27,78,21,0.0,0.0,0.0
5,2025,5,15.02,0,3,-683.0,782.0,3.0,2,11,3,0.0,0.0,0.0
0,2025,5,15.02,1,2,-509.0,406.0,-5.0,6,7,6,0.0,0.0,0.0
3,2025,3,15.01,0,0,-3435.0,-2568.0,-31.0,1,2,1,0.0,0.0,0.0
4,2025,4,15.01,0,5,-674.0,-2718.0,-17.0,2,5,3,0.0,0.0,0.0
0,2025,5,15.01,0,0,24.0,-441.0,-17.0,3,8,4,0.0,0.0,0.0
13,2025,5,15.01,0,2,-402.0,-894.0,5.0,2,3,4,2.0,7.0,2.0
9,2025,2,15.02,1,5,-289.0,-2828.0,-23.0,3,4,5,0.0,0.0,0.0
8,2025,5,15.01,0,3,1860.0,274.0,6.0,0,10,1,0.0,0.0,0.0
1,2025,6,15.01,1,5,673.0,1475.0,11.0,9,6,4,0.0,0.0,0.0
5,2025,5,15.02,1,3,736.0,891.0,2.0,0,7,0,0.0,0.0,0.0
5,2025,5,15.01,0,0,-1204.0,-118.0,-23.0,5,6,0,0.0,0.0,0.0
6,2025,1,15.01,0,4,-1063.0,1126.0,38.0,14,33,21,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,4,3,3,0.0,0.0,0.0
14,2025,5,15.01,1,3,0.0,0.0,0.0,0,4,2,0.0,0.0,0.0
4,2025,4,15.01,1,5,-842.0,575.0,-19.0,1,3,3,0.0,0.0,0.0
10,2025,4,15.02,1,5,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0
6,2025,1,15.01,1,0,-1825.0,-269.0,7.0,1,4,4,0.0,0.0,0.0
10,2025,4,15.01,1,1,0.0,0.0,0.0,6,6,6,0.0,0.0,0.0
2,2025,0,15.01,1,2,-189.0,-34.0,-15.0,4,5,3,0.0,0.0,0.0
17,2025,5,15.01,1,5,1535.0,2444.0,63.0,1,4,0,0.0,0.0,0.0
14,2025,5,15.01,0,4,-3347.0,-4770.0,-40.0,1,2,16,0.0,0.0,0.0
5,2025,5,15.01,1,5,-976.0,-1875.0,-16.0,1,0,4,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,1,4,5,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,4,7,0,0.0,0.0,0.0
3,2025,3,15.01,1,4,9001.0,8752.0,126.0,16,39,10,0.0,0.0,0.0
12,2025,4,15.02,1,5,860.0,1766.0,-2.0,4,4,4,0.0,0.0,0.0
8,2025,5,15.01,0,5,-3188.0,-1620.0,-57.0,0,3,3,0.0,0.0,0.0
5,2025,5,15.01,0,4,-13772.0,-9120.0,-92.0,4,7,20,0.0,0.0,0.0
0,2025,5,15.01,1,1,-1100.0,-2526.0,-34.0,1,6,9,0.0,0.0,0.0
9,2025,2,15.02,0,0,-1379.0,-849.0,-24.0,7,10,4,0.0,0.0,0.0
9,2025,2,15.02,1,4,-5180.0,-6036.0,-24.0,13,35,26,0.0,0.0,0.0
17,2025,5,15.01,0,4,1887.0,-1901.0,-13.0,16,49,8,0.0,0.0,0.0
1,2025,6,15.01,1,2,-3247.0,-1886.0,-44.0,1,1,6,0.0,0.0,0.0
2,2025,0,15.01,1,5,185.0,150.0,7.0,4,8,1,0.0,0.0,0.0
9,2025,2,15.02,0,1,1153.0,868.0,51.0,3,4,3,0.0,0.0,0.0
5,2025,5,15.02,0,1,-363.0,486.0,10.0,3,4,2,0.0,0.0,0.0
5,2025,5,15.01,0,4,5369.0,3274.0,7.0,19,57,2,0.0,0.0,0.0
3,2025,3,15.01,1,5,-281.0,-713.0,-24.0,2,3,3,1.0,3.0,2.0
10,2025,4,15.02,0,3,0.0,0.0,0.0,0,8,6,0.0,0.0,0.0
9,2025,2,15.02,1,1,2651.0,727.0,6.0,4,17,1,0.0,0.0,0.0
7,2025,5,15.01,1,4,-6103.0,-8608.0,-46.0,12,29,26,0.0,0.0,0.0
0,2025,5,15.01,1,0,2378.0,1238.0,-11.0,6,15,1,0.0,0.0,0.0
9,2025,2,15.02,0,1,-1995.0,-2134.0,-16.0,0,4,6,0.0,0.0,0.0
13,2025,5,15.01,1,0,-1466.0,-312.0,-37.0,1,4,1,0.0,0.0,0.0
14,2025,5,15.01,1,5,4443.0,4678.0,86.0,6,1,2,0.0,0.0,0.0
5,2025,5,15.02,1,0,-210.0,-1093.0,11.0,2,1,1,0.0,0.0,0.0
2,2025,0,15.01,1,4,1464.0,708.0,25.0,11,23,6,0.0,0.0,0.0
7,2025,5,15.01,0,5,224.0,-1.0,17.0,1,1,2,0.0,0.0,0.0
5,2025,5,15.01,0,5,913.0,746.0,10.0,1,10,0,0.0,0.0,0.0
10,2025,4,15.02,0,3,0.0,0.0,0.0,0,9,5,0.0,0.0,0.0
13,2025,5,15.02,1,5,0.0,0.0,0.0,0,2,5,0.0,0.0,0.0
2,2025,0,15.01,0,1,431.0,-243.0,-15.0,9,11,0,0.0,0.0,0.0
13,2025,5,15.01,0,5,-389.0,-299.0,-14.0,1,0,0,0.0,0.0,0.0
10,2025,4,15.02,0,0,0.0,0.0,0.0,10,3,3,0.0,0.0,0.0
5,2025,5,15.02,1,5,353.0,487.0,5.0,2,5,4,0.0,0.0,0.0
3,2025,3,15.01,0,5,-262.0,-323.0,-16.0,5,4,0,0.0,0.0,0.0
13,2025,5,15.01,0,3,886.0,198.0,-14.0,3,12,5,0.0,0.0,0.0
14,2025,5,15.01,1,2,-3304.0,-1358.0,-57.0,2,0,6,0.0,0.0,0.0
2,2025,0,15.01,0,5,169.0,1373.0,7.0,1,7,4,0.0,0.0,0.0
5,2025,5,15.01,0,5,-1537.0,-1508.0,-6.0,9,10,7,0.0,0.0,0.0
9,2025,2,15.02,0,3,38.0,-1311.0,2.0,5,7,7,0.0,0.0,0.0
5,2025,5,15.01,0,5,1236.0,872.0,32.0,0,4,0,0.0,0.0,0.0
9,2025,2,15.02,0,1,1666.0,502.0,9.0,6,5,5,0.0,0.0,0.0
5,2025,5,15.02,1,0,-1373.0,-2723.0,-26.0,3,3,2,0.0,0.0,0.0
1,2025,6,15.02,1,3,-366.0,-244.0,-4.0,0,6,8,0.0,0.0,0.0
12,2025,4,15.02,1,1,-2440.0,-2515.0,-49.0,3,0,3,0.0,0.0,0.0
7,2025,5,15.01,1,3,1217.0,1719.0,4.0,1,18,4,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0
3,2025,3,15.01,0,1,-1499.0,-1186.0,-9.0,3,4,4,0.0,0.0,0.0
17,2025,5,15.01,0,0,1278.0,-526.0,8.0,5,9,1,0.0,0.0,0.0
14,2025,5,15.01,1,1,-819.0,112.0,6.0,0,1,5,0.0,0.0,0.0
13,2025,5,15.01,0,2,1914.0,-348.0,9.0,2,3,3,0.0,0.0,0.0
2,2025,0,15.01,1,2,55.0,1399.0,4.0,1,14,1,0.0,0.0,0.0
4,2025,4,15.01,0,1,1902.0,2062.0,3.0,4,6,1,0.0,0.0,0.0
12,2025,4,15.02,1,3,-1094.0,19.0,3.0,0,2,5,0.0,0.0,0.0
0,2025,5,15.02,0,1,-439.0,-343.0,-14.0,4,8,4,0.0,0.0,0.0
3,2025,3,15.01,0,3,-561.0,56.0,15.0,2,11,8,0.0,0.0,0.0
2,2025,0,15.01,0,1,133.0,1047.0,13.0,2,4,5,0.0,0.0,0.0
3,2025,3,15.01,0,3,-826.0,-1552.0,0.0,0,5,4,0.0,0.0,0.0
6,2025,1,15.01,0,4,-2710.0,-1896.0,-55.0,23,70,23,0.0,0.0,0.0
16,2025,5,15.02,0,5,98.0,539.0,0.0,4,3,2,0.0,0.0,0.0
9,2025,2,15.02,0,1,172.0,1358.0,-3.0,5,20,4,0.0,0.0,0.0
4,2025,4,15.01,0,0,-915.0,-3008.0,-21.0,8,1,4,0.0,0.0,0.0
7,2025,5,15.01,0,3,-1217.0,-1719.0,-4.0,0,6,5,0.0,0.0,0.0
6,2025,1,15.01,0,4,-6674.0,-5894.0,-40.0,10,27,19,0.0,0.0,0.0
6,2025,1,15.01,1,2,-1199.0,-2593.0,-27.0,3,3,5,0.0,0.0,0.0
13,2025,5,15.01,0,2,-1484.0,-1979.0,-49.0,1,3,4,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,5,8,0,0.0,0.0,0.0
9,2025,2,15.02,1,3,-252.0,-262.0,-3.0,1,3,7,0.0,0.0,0.0
3,2025,3,15.01,0,4,9641.0,11607.0,67.0,30,70,14,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,3,5,0,0.0,0.0,0.0
4,2025,4,15.01,0,2,365.0,-1014.0,7.0,3,11,0,0.0,0.0,0.0
5,2025,5,15.02,0,5,448.0,179.0,13.0,3,6,5,0.0,0.0,0.0
3,2025,3,15.01,1,3,791.0,396.0,-16.0,1,27,4,0.0,0.0,0.0
6,2025,1,15.01,0,2,-2959.0,-1878.0,-48.0,2,8,4,0.0,0.0,0.0
17,2025,5,15.01,0,4,5715.0,4158.0,70.0,17,31,7,0.0,0.0,0.0
0,2025,5,15.01,0,3,716.0,59.0,-16.0,1,7,4,0.0,0.0,0.0
4,2025,4,15.01,1,1,843.0,1161.0,26.0,5,7,3,0.0,0.0,0.0
9,2025,2,15.02,0,0,0.0,0.0,0.0,14,9,2,0.0,0.0,0.0
5,2025,5,15.02,1,1,-2641.0,-3248.0,-27.0,3,4,6,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,2,3,0.0,0.0,0.0
15,2025,5,15.01,0,0,458.0,-154.0,-3.0,6,12,2,0.0,0.0,0.0
3,2025,3,15.01,0,1,-2318.0,-2923.0,-41.0,1,2,6,5.0,2.0,0.0
7,2025,5,15.01,0,0,-487.0,-125.0,-4.0,3,18,0,0.0,0.0,0.0
14,2025,5,15.01,0,2,186.0,-151.0,22.0,3,5,6,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,22,58,7,0.0,0.0,0.0
2,2025,0,15.01,0,1,-731.0,-2009.0,-22.0,4,6,5,0.0,0.0,0.0
5,2025,5,15.02,0,2,1193.0,504.0,14.0,6,3,2,0.0,0.0,0.0
