league,year,split,patch,side,position,golddiffat25,xpdiffat25,csdiffat25,kills,assists,deaths,opp_killsat25,opp_assistsat25,opp_deathsat25
6,2025,1,15.01,0,0,1045.0,1847.0,29.0,6,6,0,0.0,0.0,0.0
15,2025,5,15.01,0,1,-483.0,-322.0,-9.0,3,9,2,0.0,0.0,0.0
2,2025,0,15.01,0,5,336.0,839.0,18.0,2,6,1,0.0,0.0,0.0
2,2025,0,15.01,1,3,-1066.0,-537.0,-23.0,0,13,7,0.0,0.0,0.0
14,2025,5,15.02,1,1,-942.0,-931.0,-22.0,2,3,4,0.0,0.0,0.0
9,2025,2,15.02,0,0,67.0,2300.0,-11.0,9,9,6,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,3,6,1,0.0,0.0,0.0
7,2025,5,15.01,1,5,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0
1,2025,6,15.01,1,1,-2385.0,-896.0,-8.0,1,1,3,0.0,0.0,0.0
4,2025,4,15.01,1,1,2379.0,2007.0,9.0,4,4,0,0.0,0.0,0.0
12,2025,4,15.02,1,3,767.0,-1415.0,11.0,3,13,3,0.0,0.0,0.0
13,2025,5,15.01,1,0,-1101.0,-1426.0,-47.0,5,7,1,0.0,0.0,0.0
7,2025,5,15.01,0,4,0.0,0.0,0.0,19,42,5,0.0,0.0,0.0
17,2025,5,15.02,0,4,-463.0,-297.0,-7.0,23,58,21,0.0,0.0,0.0
13,2025,5,15.01,0,1,948.0,754.0,2.0,1,8,1,0.0,0.0,0.0
6,2025,1,15.01,1,2,-1200.0,-1036.0,-18.0,3,4,4,0.0,0.0,0.0
2,2025,0,15.01,0,3,95.0,338.0,1.0,0,17,4,0.0,0.0,0.0
16,2025,5,15.02,0,2,-933.0,-243.0,-15.0,0,6,2,0.0,0.0,0.0
2,2025,0,15.01,1,2,717.0,294.0,12.0,2,3,1,0.0,0.0,0.0
9,2025,2,15.02,0,2,3189.0,1532.0,17.0,3,12,0,0.0,0.0,0.0
13,2025,5,15.01,0,0,-276.0,1194.0,0.0,3,3,1,3.0,1.0,1.0
0,2025,5,15.01,0,5,1523.0,1612.0,17.0,3,5,2,0.0,0.0,0.0
0,2025,5,15.02,0,3,151.0,224.0,5.0,1,7,5,0.0,0.0,0.0
5,2025,5,15.02,0,3,-736.0,-891.0,-2.0,0,4,3,0.0,0.0,0.0
11,2025,4,15.02,1,2,2684.0,1505.0,16.0,7,5,1,0.0,0.0,0.0
5,2025,5,15.01,1,0,-1052.0,833.0,-2.0,3,8,3,0.0,0.0,0.0
4,2025,4,15.01,0,2,-1358.0,-1082.0,-14.0,2,1,4,0.0,0.0,0.0
9,2025,2,15.02,1,5,-830.0,37.0,7.0,1,3,6,0.0,0.0,0.0
10,2025,4,15.02,0,4,0.0,0.0,0.0,26,46,6,0.0,0.0,0.0
14,2025,5,15.02,0,3,0.0,0.0,0.0,1,8,0,0.0,0.0,0.0
6,2025,1,15.01,1,1,-1083.0,-1046.0,-40.0,2,7,6,0.0,0.0,0.0
13,2025,5,15.01,0,2,921.0,943.0,-15.0,6,8,1,0.0,0.0,0.0
14,2025,5,15.02,0,1,942.0,931.0,22.0,1,9,3,0.0,0.0,0.0
5,2025,5,15.02,0,2,1654.0,-215.0,-7.0,4,9,0,0.0,0.0,0.0
13,2025,5,15.01,0,5,-37.0,701.0,12.0,4,8,2,0.0,0.0,0.0
5,2025,5,15.01,0,4,2624.0,1838.0,-34.0,17,51,7,0.0,0.0,0.0
3,2025,3,15.01,1,0,682.0,-14.0,40.0,2,1,3,0.0,0.0,0.0
5,2025,5,15.01,1,4,-8266.0,-7165.0,-125.0,9,13,29,0.0,0.0,0.0
9,2025,2,15.02,1,5,3066.0,2335.0,22.0,12,9,1,0.0,0.0,0.0
2,2025,0,15.01,1,0,-1297.0,-385.0,-3.0,2,2,2,0.0,0.0,0.0
15,2025,5,15.01,1,4,6841.0,6917.0,38.0,21,64,3,0.0,0.0,0.0
10,2025,4,15.01,1,5,0.0,0.0,0.0,0,11,1,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,8,7,2,0.0,0.0,0.0
11,2025,4,15.02,0,4,-5024.0,-3555.0,-28.0,8,21,14,0.0,0.0,0.0
13,2025,5,15.01,1,4,-214.0,-1337.0,-30.0,7,23,11,0.0,0.0,0.0
14,2025,5,15.01,0,1,0.0,0.0,0.0,1,7,0,0.0,0.0,0.0
2,2025,0,15.01,0,5,-1210.0,-334.0,-7.0,1,0,4,0.0,0.0,0.0
13,2025,5,15.01,0,4,1458.0,984.0,-24.0,13,34,8,0.0,0.0,0.0
9,2025,2,15.02,0,4,2128.0,3977.0,-3.0,22,49,34,0.0,0.0,0.0
0,2025,5,15.01,1,3,-1319.0,93.0,19.0,1,6,2,0.0,0.0,0.0
3,2025,3,15.01,0,3,156.0,1238.0,2.0,0,4,3,0.0,0.0,0.0
5,2025,5,15.01,0,1,-4.0,-1221.0,-28.0,5,21,3,0.0,0.0,0.0
4,2025,4,15.02,1,4,1039.0,3483.0,-14.0,10,22,16,0.0,0.0,0.0
11,2025,4,15.02,1,3,386.0,1119.0,-10.0,0,11,1,0.0,0.0,0.0
9,2025,2,15.02,1,0,773.0,-2603.0,15.0,3,3,6,0.0,0.0,0.0
3,2025,3,15.01,1,0,2279.0,1807.0,29.0,4,4,0,0.0,1.0,1.0
3,2025,3,15.01,0,0,-1650.0,-1538.0,8.0,0,4,4,0.0,0.0,0.0
5,2025,5,15.02,1,0,2694.0,146.0,17.0,5,6,0,0.0,0.0,0.0
2,2025,0,15.01,0,1,3049.0,5108.0,70.0,8,12,2,0.0,0.0,0.0
6,2025,1,15.01,0,2,0.0,0.0,0.0,5,4,0,0.0,0.0,0.0
13,2025,5,15.01,1,1,-1397.0,-1040.0,-42.0,2,13,3,0.0,0.0,0.0
9,2025,2,15.02,1,5,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0
3,2025,3,15.01,1,2,1738.0,3299.0,47.0,1,7,1,0.0,0.0,0.0
14,2025,5,15.01,0,5,2556.0,1136.0,39.0,8,6,1,0.0,0.0,0.0
7,2025,5,15.01,1,3,-247.0,228.0,-13.0,1,8,4,0.0,0.0,0.0
13,2025,5,15.01,1,3,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0
7,2025,5,15.01,0,0,-2613.0,-1156.0,-6.0,1,1,3,0.0,0.0,0.0
9,2025,2,15.02,1,1,1995.0,2134.0,16.0,3,12,1,0.0,0.0,0.0
2,2025,0,15.01,1,4,-3574.0,-2125.0,-23.0,22,50,17,0.0,0.0,0.0
7,2025,5,15.01,1,5,-224.0,1.0,-17.0,3,4,2,0.0,0.0,0.0
14,2025,5,15.01,1,2,-274.0,239.0,36.0,4,9,1,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,4,7,1,0.0,0.0,0.0
9,2025,2,15.02,0,0,-27.0,671.0,-28.0,3,8,4,0.0,0.0,0.0
2,2025,0,15.01,1,2,-348.0,-180.0,14.0,9,4,2,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,23,64,10,0.0,0.0,0.0
3,2025,3,15.01,0,2,-893.0,-1354.0,-11.0,0,1,2,1.0,4.0,0.0
2,2025,0,15.01,1,0,615.0,1490.0,12.0,8,7,0,0.0,0.0,0.0
17,2025,5,15.01,0,2,1935.0,965.0,-8.0,6,10,0,0.0,0.0,0.0
9,2025,2,15.02,0,0,4082.0,2566.0,24.0,5,4,1,0.0,0.0,0.0
6,2025,1,15.01,1,3,-539.0,660.0,2.0,0,3,6,0.0,0.0,0.0
2,2025,0,15.01,0,1,-130.0,-1120.0,-35.0,3,10,2,0.0,0.0,0.0
1,2025,6,15.02,0,1,2163.0,678.0,-14.0,6,13,1,0.0,0.0,0.0
2,2025,0,15.01,1,2,-1611.0,-1585.0,-25.0,2,4,7,0.0,0.0,0.0
5,2025,5,15.01,1,3,-631.0,1622.0,9.0,1,11,2,0.0,0.0,0.0
0,2025,5,15.02,0,3,1353.0,-639.0,0.0,3,26,6,0.0,0.0,0.0
13,2025,5,15.01,1,0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0
17,2025,5,15.01,1,3,693.0,-264.0,2.0,2,17,5,0.0,0.0,0.0
11,2025,4,15.02,0,1,634.0,-291.0,-5.0,2,8,4,0.0,0.0,0.0
4,2025,4,15.01,0,3,-1317.0,-648.0,-6.0,0,0,2,0.0,0.0,0.0
14,2025,5,15.01,0,3,1195.0,1465.0,5.0,0,18,1,0.0,0.0,0.0
10,2025,4,15.02,1,0,0.0,0.0,0.0,5,7,2,0.0,0.0,0.0
15,2025,5,15.02,0,0,-3036.0,-1590.0,-56.0,3,13,1,0.0,0.0,0.0
15,2025,5,15.01,0,4,1997.0,2829.0,-103.0,22,62,1,0.0,0.0,0.0
13,2025,5,15.01,1,2,1699.0,1949.0,-3.0,11,7,2,0.0,0.0,0.0
10,2025,4,15.02,0,4,0.0,0.0,0.0,5,10,13,0.0,0.0,0.0
5,2025,5,15.01,1,3,-618.0,-1320.0,3.0,0,6,6,0.0,0.0,0.0
0,2025,5,15.01,0,0,1843.0,-343.0,-20.0,12,11,2,0.0,0.0,0.0
15,2025,5,15.02,1,2,1070.0,1347.0,-8.0,5,4,4,0.0,0.0,0.0
3,2025,3,15.01,0,5,635.0,875.0,0.0,12,10,2,0.0,0.0,0.0
11,2025,4,15.02,1,4,8864.0,8836.0,64.0,19,52,5,0.0,0.0,0.0
4,2025,4,15.01,1,5,-1519.0,113.0,-16.0,1,4,5,0.0,0.0,0.0
9,2025,2,15.02,1,1,-5426.0,-3024.0,-24.0,0,3,10,0.0,0.0,0.0
0,2025,5,15.01,0,4,0.0,0.0,0.0,8,17,16,0.0,0.0,0.0
2,2025,0,15.01,1,5,1352.0,966.0,32.0,4,9,7,0.0,0.0,0.0
1,2025,6,15.02,0,0,-363.0,-634.0,-16.0,7,3,2,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0
10,2025,4,15.01,1,1,0.0,0.0,0.0,6,6,2,0.0,0.0,0.0
5,2025,5,15.01,1,2,1451.0,-134.0,9.0,3,9,1,0.0,0.0,0.0
1,2025,6,15.02,1,2,222.0,905.0,5.0,3,4,6,0.0,0.0,0.0
9,2025,2,15.02,1,0,-1703.0,-2454.0,-23.0,5,1,5,0.0,0.0,0.0
7,2025,5,15.01,1,5,-1426.0,139.0,-14.0,3,6,6,0.0,0.0,0.0
7,2025,5,15.01,0,5,0.0,0.0,0.0,4,5,1,0.0,0.0,0.0
13,2025,5,15.01,1,0,1996.0,1300.0,-35.0,6,18,0,0.0,0.0,0.0
1,2025,6,15.02,0,3,411.0,-256.0,0.0,1,15,2,0.0,0.0,0.0
5,2025,5,15.02,0,3,-1728.0,-1436.0,2.0,0,0,5,0.0,0.0,0.0
10,2025,4,15.01,1,4,0.0,0.0,0.0,7,22,16,0.0,0.0,0.0
2,2025,0,15.01,0,2,-678.0,-1528.0,-24.0,4,5,3,0.0,0.0,0.0
5,2025,5,15.02,0,3,301.0,659.0,-1.0,1,9,3,0.0,0.0,0.0
1,2025,6,15.02,1,3,-347.0,15.0,-2.0,1,8,1,0.0,0.0,0.0
5,2025,5,15.02,1,4,-9736.0,-4242.0,-59.0,4,9,16,0.0,0.0,0.0
14,2025,5,15.01,0,1,3392.0,2643.0,51.0,6,9,0,0.0,0.0,0.0
14,2025,5,15.01,1,1,212.0,-435.0,2.0,4,13,3,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,3,12,1,0.0,0.0,0.0
13,2025,5,15.01,0,3,924.0,-15.0,-1.0,1,14,0,0.0,3.0,3.0
1,2025,6,15.02,1,4,-2088.0,-6.0,-4.0,10,14,20,0.0,0.0,0.0
2,2025,0,15.01,0,1,1492.0,1265.0,36.0,2,3,0,0.0,0.0,0.0
9,2025,2,15.02,1,2,-1734.0,364.0,-13.0,8,15,8,0.0,0.0,0.0
2,2025,0,15.01,1,3,627.0,663.0,6.0,0,9,4,0.0,0.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,0,3,3,0.0,0.0,0.0
13,2025,5,15.01,0,2,0.0,0.0,0.0,4,9,0,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,4,4,0,0.0,0.0,0.0
6,2025,1,15.01,1,1,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0
7,2025,5,15.01,0,3,388.0,-77.0,9.0,1,11,11,0.0,0.0,0.0
2,2025,0,15.01,0,0,1297.0,385.0,3.0,9,4,0,0.0,0.0,0.0
4,2025,4,15.02,0,3,59.0,-586.0,-6.0,2,4,4,0.0,0.0,0.0
9,2025,2,15.02,1,0,-787.0,-344.0,1.0,3,1,2,0.0,0.0,0.0
9,2025,2,15.02,0,0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0
17,2025,5,15.01,0,4,8087.0,5301.0,49.0,24,54,4,0.0,0.0,0.0
9,2025,2,15.02,0,2,1340.0,27.0,-28.0,14,10,2,0.0,0.0,0.0
15,2025,5,15.01,1,1,-1038.0,719.0,29.0,4,5,1,0.0,0.0,0.0
6,2025,1,15.01,1,5,531.0,623.0,44.0,1,4,1,0.0,0.0,0.0
8,2025,5,15.01,0,3,-736.0,-584.0,4.0,0,5,3,0.0,0.0,0.0
5,2025,5,15.01,0,1,1284.0,1163.0,4.0,3,13,3,0.0,0.0,0.0
13,2025,5,15.01,0,5,-662.0,-1256.0,30.0,2,2,4,0.0,0.0,0.0
5,2025,5,15.02,0,4,4626.0,6269.0,71.0,16,39,10,0.0,0.0,0.0
2,2025,0,15.01,1,3,-454.0,356.0,-20.0,0,6,3,0.0,0.0,0.0
6,2025,1,15.01,1,5,-179.0,-425.0,-15.0,1,2,3,0.0,0.0,0.0
2,2025,0,15.01,1,2,2838.0,2711.0,31.0,4,9,3,0.0,0.0,0.0
12,2025,4,15.02,0,5,1809.0,1269.0,0.0,4,4,3,0.0,0.0,0.0
4,2025,4,15.01,0,2,-3166.0,-670.0,-7.0,1,5,6,0.0,0.0,0.0
9,2025,2,15.02,0,3,799.0,-658.0,5.0,1,13,5,0.0,0.0,0.0
13,2025,5,15.01,0,1,-1891.0,-3817.0,-40.0,1,3,5,0.0,0.0,0.0
3,2025,3,15.01,1,4,-6229.0,-7922.0,-59.0,11,24,26,0.0,0.0,0.0
9,2025,2,15.02,0,5,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0
3,2025,3,15.01,1,1,-2250.0,-3034.0,-46.0,2,4,6,0.0,0.0,0.0
12,2025,4,15.02,1,0,-1556.0,-203.0,-20.0,3,3,0,0.0,0.0,0.0
3,2025,3,15.01,0,0,1465.0,-746.0,-18.0,4,7,1,0.0,0.0,0.0
17,2025,5,15.01,0,2,-602.0,-2342.0,4.0,2,1,2,0.0,0.0,0.0
3,2025,3,15.01,0,3,25.0,-920.0,0.0,0,7,1,0.0,0.0,0.0
3,2025,3,15.01,0,0,1121.0,516.0,25.0,9,10,4,0.0,0.0,0.0
1,2025,6,15.01,1,2,1250.0,1317.0,49.0,2,8,7,0.0,0.0,0.0
12,2025,4,15.02,0,0,558.0,1259.0,-6.0,6,7,2,0.0,0.0,0.0
13,2025,5,15.01,1,4,-141.0,-167.0,3.0,16,35,13,0.0,0.0,0.0
13,2025,5,15.02,0,2,0.0,0.0,0.0,4,11,3,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,1,8,4,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,11,23,15,0.0,0.0,0.0
11,2025,4,15.02,0,4,-5519.0,-6576.0,-45.0,3,7,18,0.0,0.0,0.0
7,2025,5,15.01,1,2,-1933.0,-1056.0,26.0,1,5,6,0.0,0.0,0.0
9,2025,2,15.02,0,4,-537.0,-1586.0,33.0,15,33,23,0.0,0.0,0.0
7,2025,5,15.01,0,2,1933.0,1056.0,-26.0,10,13,2,0.0,0.0,0.0
9,2025,2,15.02,0,3,1040.0,1315.0,-1.0,2,21,2,0.0,0.0,0.0
10,2025,4,15.01,0,1,0.0,0.0,0.0,6,9,1,0.0,0.0,0.0
9,2025,2,15.02,0,5,-3345.0,-3078.0,-5.0,1,1,5,0.0,0.0,0.0
3,2025,3,15.01,1,2,-806.0,1159.0,16.0,0,6,3,0.0,0.0,0.0
9,2025,2,15.02,0,0,753.0,2103.0,11.0,5,5,1,0.0,0.0,0.0
13,2025,5,15.01,0,5,657.0,-28.0,46.0,2,2,1,0.0,0.0,0.0
6,2025,1,15.01,0,3,-200.0,-134.0,-12.0,1,4,6,0.0,0.0,0.0
3,2025,3,15.01,1,5,1395.0,1569.0,22.0,3,3,1,1.0,1.0,1.0
0,2025,5,15.01,1,0,-485.0,336.0,-3.0,4,2,1,0.0,0.0,0.0
2,2025,0,15.01,0,3,138.0,-466.0,-7.0,0,4,3,0.0,0.0,0.0
10,2025,4,15.02,1,3,0.0,0.0,0.0,2,8,6,0.0,0.0,0.0
13,2025,5,15.02,0,5,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0
2,2025,0,15.01,0,1,-376.0,-259.0,-9.0,2,9,5,0.0,0.0,0.0
2,2025,0,15.01,0,5,-185.0,-150.0,-7.0,2,2,3,0.0,0.0,0.0
5,2025,5,15.01,1,4,-2675.0,-1855.0,-53.0,11,36,3,0.0,0.0,0.0
13,2025,5,15.01,0,1,-195.0,201.0,-1.0,0,10,3,0.0,0.0,0.0
5,2025,5,15.02,1,1,-2614.0,-3530.0,-53.0,3,2,5,0.0,0.0,0.0
3,2025,3,15.01,0,4,83.0,1130.0,21.0,28,82,16,0.0,0.0,0.0
5,2025,5,15.01,0,2,1842.0,55.0,-11.0,3,10,1,0.0,0.0,0.0
5,2025,5,15.01,1,3,-177.0,447.0,-8.0,1,10,2,0.0,0.0,0.0
0,2025,5,15.01,0,2,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0
5,2025,5,15.02,1,1,781.0,276.0,17.0,2,7,3,0.0,0.0,0.0
10,2025,4,15.01,0,4,0.0,0.0,0.0,7,15,22,0.0,0.0,0.0
12,2025,4,15.02,1,3,-2015.0,-1901.0,-5.0,0,1,5,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,4,5,8,0.0,0.0,0.0
1,2025,6,15.02,0,2,-222.0,-905.0,-5.0,5,8,2,0.0,0.0,0.0
8,2025,5,15.01,0,2,0.0,0.0,0.0,2,11,1,0.0,0.0,0.0
1,2025,6,15.01,1,1,-913.0,1168.0,20.0,6,14,5,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,2,9,3,0.0,0.0,0.0
3,2025,3,15.01,0,1,-382.0,-16.0,-4.0,2,12,3,0.0,0.0,0.0
13,2025,5,15.01,0,3,-375.0,-1967.0,-7.0,2,2,4,1.0,11.0,0.0
10,2025,4,15.01,1,2,0.0,0.0,0.0,5,9,0,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,0,16,4,0.0,0.0,0.0
15,2025,5,15.01,0,3,-1233.0,-1724.0,-8.0,0,14,2,0.0,0.0,0.0
4,2025,4,15.02,1,2,-127.0,258.0,10.0,3,10,4,0.0,0.0,0.0
5,2025,5,15.02,0,2,-1268.0,-1532.0,-42.0,0,5,3,0.0,0.0,0.0
2,2025,0,15.01,0,2,1503.0,1511.0,16.0,7,7,0,0.0,0.0,0.0
0,2025,5,15.01,1,5,-1216.0,-1714.0,-19.0,0,2,3,0.0,0.0,0.0
5,2025,5,15.02,1,3,-301.0,-659.0,1.0,0,7,2,0.0,0.0,0.0
3,2025,3,15.01,0,1,3138.0,1545.0,29.0,8,14,2,0.0,0.0,0.0
3,2025,3,15.01,1,3,125.0,713.0,7.0,1,12,1,0.0,3.0,1.0
5,2025,5,15.01,0,2,-71.0,-1524.0,-23.0,4,15,6,0.0,0.0,0.0
8,2025,5,15.01,1,4,-13696.0,-7976.0,-131.0,5,10,12,0.0,0.0,0.0
2,2025,0,15.01,1,5,-406.0,-836.0,20.0,0,2,5,0.0,0.0,0.0
3,2025,3,15.01,1,4,1503.0,32.0,15.0,13,41,20,0.0,0.0,0.0
5,2025,5,15.02,1,0,-3333.0,-3137.0,-46.0,2,2,6,0.0,0.0,0.0
3,2025,3,15.01,1,0,-59.0,1194.0,-1.0,5,7,1,0.0,0.0,0.0
1,2025,6,15.02,1,5,-2615.0,-439.0,-2.0,2,4,1,0.0,0.0,0.0
2,2025,0,15.01,1,0,-1725.0,-1056.0,5.0,2,1,5,0.0,0.0,0.0
9,2025,2,15.02,0,2,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0
1,2025,6,15.01,0,5,-960.0,-436.0,-8.0,5,9,4,0.0,0.0,0.0
1,2025,6,15.02,1,0,363.0,634.0,16.0,2,2,2,0.0,0.0,0.0
4,2025,4,15.01,1,0,915.0,3008.0,21.0,6,9,1,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,3,2,4,0.0,0.0,0.0
17,2025,5,15.01,1,0,349.0,1336.0,-5.0,3,10,3,0.0,0.0,0.0
13,2025,5,15.01,1,0,-1770.0,-442.0,-11.0,5,3,2,0.0,0.0,0.0
5,2025,5,15.02,1,4,6206.0,5492.0,49.0,16,29,5,0.0,0.0,0.0
13,2025,5,15.01,1,0,308.0,-840.0,-7.0,2,4,0,0.0,0.0,0.0
13,2025,5,15.01,0,5,1090.0,-367.0,30.0,2,1,6,2.0,9.0,2.0
0,2025,5,15.02,0,0,484.0,-139.0,-7.0,13,9,0,0.0,0.0,0.0
0,2025,5,15.01,0,3,0.0,0.0,0.0,1,6,5,0.0,0.0,0.0
3,2025,3,15.01,0,1,-3403.0,-1494.0,34.0,0,10,6,0.0,0.0,0.0
15,2025,5,15.02,0,4,-7146.0,-7272.0,-76.0,16,50,18,0.0,0.0,0.0
12,2025,4,15.02,0,1,-411.0,-505.0,-13.0,1,6,6,0.0,0.0,0.0
9,2025,2,15.02,1,1,-2134.0,-1580.0,-5.0,3,5,5,0.0,0.0,0.0
3,2025,3,15.01,1,2,408.0,353.0,-1.0,2,5,2,1.0,0.0,1.0
6,2025,1,15.01,1,3,-1597.0,-2679.0,10.0,1,5,8,0.0,0.0,0.0
10,2025,4,15.02,0,3,0.0,0.0,0.0,1,16,3,0.0,0.0,0.0
5,2025,5,15.02,1,5,-315.0,-857.0,-9.0,1,2,2,0.0,0.0,0.0
3,2025,3,15.01,0,5,-206.0,-574.0,7.0,0,1,3,0.0,0.0,0.0
13,2025,5,15.02,0,3,0.0,0.0,0.0,1,8,9,0.0,0.0,0.0
2,2025,0,15.01,1,5,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0
17,2025,5,15.01,0,0,2618.0,1564.0,24.0,11,6,2,0.0,0.0,0.0
7,2025,5,15.01,1,3,662.0,734.0,-18.0,0,11,0,0.0,0.0,0.0
0,2025,5,15.01,0,5,-1620.0,-1618.0,-17.0,2,0,3,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,4,19,2,0.0,0.0,0.0
10,2025,4,15.01,0,0,0.0,0.0,0.0,6,6,3,0.0,0.0,0.0
12,2025,4,15.02,1,3,-1198.0,-1761.0,-3.0,0,1,4,0.0,0.0,0.0
0,2025,5,15.02,1,2,-1045.0,-1327.0,-14.0,6,7,1,0.0,0.0,0.0
5,2025,5,15.01,1,3,-520.0,977.0,12.0,0,23,5,0.0,0.0,0.0
6,2025,1,15.01,0,3,59.0,595.0,-3.0,2,16,3,0.0,0.0,0.0
13,2025,5,15.01,0,5,0.0,0.0,0.0,4,4,1,0.0,0.0,0.0
11,2025,4,15.02,1,4,7983.0,9871.0,66.0,25,47,8,0.0,0.0,0.0
3,2025,3,15.01,0,5,-64.0,-378.0,-17.0,6,9,5,0.0,0.0,0.0
10,2025,4,15.02,1,2,0.0,0.0,0.0,1,6,2,0.0,0.0,0.0
9,2025,2,15.02,1,0,-722.0,-47.0,-9.0,7,8,4,0.0,0.0,0.0
13,2025,5,15.01,1,2,1552.0,2360.0,43.0,4,9,7,0.0,0.0,0.0
2,2025,0,15.01,1,4,-1740.0,-5057.0,-11.0,10,26,19,0.0,0.0,0.0
0,2025,5,15.01,1,3,-958.0,-495.0,-6.0,1,8,7,0.0,0.0,0.0
0,2025,5,15.02,1,3,61.0,46.0,1.0,0,17,5,0.0,0.0,0.0
13,2025,5,15.02,0,4,16205.0,12411.0,118.0,22,64,3,0.0,0.0,0.0
2,2025,0,15.01,1,5,-2667.0,46.0,-28.0,0,2,5,0.0,0.0,0.0
5,2025,5,15.02,0,3,462.0,1955.0,-6.0,1,11,1,0.0,0.0,0.0
3,2025,3,15.01,1,2,-1597.0,-1494.0,-17.0,3,4,5,0.0,0.0,0.0
3,2025,3,15.01,1,2,2797.0,2032.0,12.0,9,7,0,0.0,0.0,0.0
10,2025,4,15.01,1,3,0.0,0.0,0.0,2,14,3,0.0,0.0,0.0
6,2025,1,15.01,1,4,-8601.0,-6947.0,-22.0,5,12,21,0.0,0.0,0.0
13,2025,5,15.01,1,4,-3434.0,442.0,13.0,20,45,23,0.0,0.0,0.0
5,2025,5,15.01,1,3,-917.0,-1246.0,-17.0,1,4,5,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,4,12,2,0.0,0.0,0.0
17,2025,5,15.01,0,0,-3020.0,-1520.0,-51.0,1,4,4,0.0,0.0,0.0
14,2025,5,15.01,1,1,-1743.0,-2289.0,-32.0,1,5,6,0.0,0.0,0.0
9,2025,2,15.02,0,1,736.0,553.0,13.0,3,11,1,0.0,0.0,0.0
2,2025,0,15.01,0,3,-921.0,-2187.0,-14.0,1,3,6,0.0,0.0,0.0
9,2025,2,15.02,1,0,-753.0,-2103.0,-11.0,3,1,6,0.0,0.0,0.0
5,2025,5,15.02,1,3,1728.0,1436.0,-2.0,1,13,0,0.0,0.0,0.0
8,2025,5,15.01,0,3,0.0,0.0,0.0,1,17,3,0.0,0.0,0.0
10,2025,4,15.01,1,0,0.0,0.0,0.0,5,11,0,0.0,0.0,0.0
10,2025,4,15.02,1,0,0.0,0.0,0.0,3,4,0,0.0,0.0,0.0
10,2025,4,15.01,0,2,0.0,0.0,0.0,3,5,2,0.0,0.0,0.0
1,2025,6,15.02,1,1,-435.0,-809.0,27.0,0,6,8,0.0,0.0,0.0
9,2025,2,15.02,0,2,2370.0,2236.0,28.0,11,7,4,0.0,0.0,0.0
1,2025,6,15.02,1,0,-2178.0,-1842.0,-33.0,2,1,5,0.0,0.0,0.0
14,2025,5,15.01,1,5,-2556.0,-1136.0,-39.0,1,0,4,0.0,0.0,0.0
9,2025,2,15.02,1,4,10344.0,8015.0,35.0,24,51,4,0.0,0.0,0.0
10,2025,4,15.01,0,3,0.0,0.0,0.0,0,10,3,0.0,0.0,0.0
14,2025,5,15.02,1,3,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0
2,2025,0,15.01,1,5,-1520.0,-1750.0,-21.0,1,1,5,0.0,0.0,0.0
3,2025,3,15.01,0,1,-808.0,-100.0,-6.0,0,6,2,1.0,3.0,0.0
13,2025,5,15.01,0,3,0.0,0.0,0.0,0,9,1,0.0,0.0,0.0
2,2025,0,15.01,1,2,-710.0,-239.0,-3.0,2,3,3,0.0,0.0,0.0
0,2025,5,15.02,1,1,-187.0,196.0,27.0,5,15,3,0.0,0.0,0.0
7,2025,5,15.01,1,2,-544.0,-373.0,-10.0,0,7,4,0.0,0.0,0.0
4,2025,4,15.01,0,2,793.0,1163.0,36.0,3,5,0,0.0,0.0,0.0
10,2025,4,15.01,0,5,0.0,0.0,0.0,4,1,6,0.0,0.0,0.0
